x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,value,Timestamp
0,0,3,3,0,0,0,3,0,1,0,0,1,1,1,2,0,0,3,2,3,3,3,3,3,1,3,3,3,3,3,1,0,0,0,0,1,0,0,1,25.0,451266
1,2,2,1,2,2,0,3,1,0,1,3,3,3,1,2,0,1,3,0,3,0,1,0,0,2,0,2,3,0,3,3,3,0,3,1,0,2,2,2,18.5,453383
0,0,1,3,0,2,1,1,0,2,0,3,1,1,2,2,0,0,3,2,1,0,0,1,1,3,1,0,1,2,3,3,1,0,0,0,2,0,1,1,25.0,458085
0,0,3,1,1,3,2,3,2,2,0,1,1,0,0,2,0,0,1,2,2,1,2,1,3,2,2,0,2,3,3,1,0,1,0,3,2,3,0,0,18.5,462990
0,0,3,2,0,3,0,3,2,0,0,1,1,2,2,2,0,0,1,2,0,0,1,3,0,3,1,0,3,2,3,2,0,2,0,3,1,1,1,0,25.0,467603
3,1,1,1,3,2,0,2,1,2,2,1,3,3,0,3,3,2,3,0,3,0,1,2,3,3,0,1,3,1,3,1,2,2,1,0,1,2,2,0,25.0,472556
0,2,3,0,1,0,1,2,1,3,0,3,1,0,2,3,1,0,2,3,2,3,2,2,3,1,3,2,2,0,0,3,1,3,2,3,1,2,0,3,25.0,474740
0,0,3,3,0,2,1,1,0,2,0,3,3,2,2,2,0,0,3,2,1,0,0,1,1,0,0,0,1,0,3,3,0,0,0,0,0,0,1,1,25.0,479222
0,0,3,2,3,2,3,0,2,3,0,2,3,0,0,1,0,3,0,3,3,1,3,2,0,2,2,2,3,1,3,3,0,2,1,3,2,0,0,1,25.0,484011
0,2,3,1,1,2,1,3,2,0,1,2,2,1,0,2,0,0,1,2,0,0,2,0,1,2,0,0,3,3,3,3,2,1,0,3,0,3,2,0,25.0,488961
0,0,0,1,0,0,2,3,3,3,3,0,1,0,0,2,2,3,2,1,0,2,0,0,0,2,3,3,2,0,1,3,2,0,3,0,1,2,2,0,25.0,493750
3,1,1,0,3,0,2,3,0,3,3,3,0,2,1,0,0,0,2,1,1,2,2,0,1,0,0,2,0,2,0,0,2,0,0,2,3,3,1,0,25.0,498547
0,3,3,2,1,0,3,3,1,2,1,0,3,2,1,2,1,2,2,0,3,0,2,2,0,1,3,0,1,0,3,1,2,3,2,1,2,0,2,0,25.0,503300
3,1,0,1,0,1,2,0,0,1,2,3,1,1,0,3,2,0,0,0,2,0,3,0,2,3,1,0,1,2,1,0,3,0,3,2,1,2,1,2,25.0,507904
0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,3,2,0,0,0,0,0,0,0,48.5,511967
0,3,0,0,2,3,3,0,1,1,1,0,0,1,3,3,1,0,2,2,2,1,1,2,1,3,2,1,2,1,1,0,2,3,1,2,3,2,3,1,25.0,514128
0,1,1,0,0,2,1,3,1,3,0,3,0,0,3,3,1,3,2,3,3,1,0,2,2,0,0,0,2,2,3,0,2,0,2,0,0,1,0,1,25.0,518929
0,0,3,3,0,2,1,1,0,0,0,0,1,1,2,2,0,0,3,2,1,0,0,0,0,2,1,0,1,2,3,3,2,0,0,0,2,2,1,1,25.0,523645
1,3,2,1,3,3,3,0,2,2,3,1,1,2,1,0,3,3,3,2,0,3,3,3,2,1,1,1,3,3,3,2,0,1,0,2,2,0,1,1,25.0,525702
0,1,3,2,0,2,2,3,2,1,3,3,1,0,0,3,0,1,3,2,2,1,3,2,3,2,1,0,0,0,2,3,0,0,0,1,0,0,1,1,25.0,530840
3,2,1,0,3,0,3,2,0,2,1,2,2,1,2,3,0,1,1,0,3,1,0,1,2,2,0,0,2,0,2,3,2,0,3,2,2,1,0,1,25.0,535423
0,0,3,3,0,2,1,1,0,2,0,3,1,1,2,2,0,0,3,2,1,0,3,1,1,2,1,0,1,2,3,3,0,0,0,0,2,0,1,1,25.0,540381
0,0,0,0,3,3,3,2,2,2,0,3,2,3,1,1,2,2,0,2,1,0,1,0,0,0,3,0,2,1,2,3,1,1,0,3,0,0,0,3,25.0,545008
0,0,3,0,0,2,1,1,0,2,0,3,3,1,2,2,2,0,3,2,1,0,0,0,1,2,1,0,3,2,3,3,2,0,0,0,2,0,2,1,15.5,549585
0,3,2,0,2,3,0,2,3,2,0,1,0,2,0,3,2,2,3,1,3,3,3,0,0,0,0,3,3,0,2,1,1,0,0,1,3,0,2,1,61.0,554307
2,2,1,0,2,0,3,1,0,1,3,1,3,3,1,0,2,3,3,1,3,0,0,2,1,3,3,2,0,0,0,1,3,0,3,0,3,0,0,2,25.0,556445
3,0,0,3,1,2,3,1,1,0,0,0,3,2,2,1,1,0,1,0,0,1,0,0,3,0,0,2,3,1,0,0,0,0,2,0,2,1,3,1,16.0,561168
0,0,3,2,3,3,0,3,0,2,0,0,3,3,0,1,0,0,0,3,1,3,0,1,3,0,0,0,2,2,1,0,0,0,3,3,2,2,0,0,25.0,565683
3,2,3,0,1,1,2,0,1,1,1,1,3,1,3,2,2,3,3,0,1,2,3,1,3,1,0,2,3,3,1,1,2,0,1,3,2,2,2,1,25.0,567901
0,1,3,2,1,2,1,1,1,1,3,3,1,1,3,3,3,1,1,2,3,3,1,0,0,2,3,1,1,2,2,0,0,1,2,2,2,2,0,0,25.0,570074
3,2,2,3,1,0,0,0,3,0,0,0,3,3,2,0,2,1,2,0,3,0,0,0,3,0,0,0,3,0,3,3,0,0,1,0,1,2,2,1,18.5,574717
0,0,3,3,0,3,0,3,3,2,1,0,1,0,0,2,1,3,0,0,1,0,3,3,3,3,0,0,2,0,2,3,2,0,0,0,0,0,1,0,25.0,579371
0,0,3,0,0,2,0,2,0,0,0,3,3,1,3,3,3,1,3,3,2,3,3,0,0,1,0,0,3,1,3,0,1,3,0,1,2,3,2,0,25.0,584307
2,0,0,0,0,1,3,0,2,0,1,0,3,0,0,2,0,3,1,0,3,1,3,0,0,1,1,1,3,0,1,2,2,0,1,1,0,0,2,2,25.0,588699
3,2,2,1,0,3,2,1,1,2,0,0,3,3,1,1,2,0,1,0,1,0,1,1,1,1,0,0,3,0,0,3,2,0,0,0,2,0,0,1,25.0,593244
3,0,0,3,2,3,0,2,0,0,0,0,1,2,1,0,0,0,2,0,0,1,3,2,0,1,0,1,1,3,2,2,0,0,3,0,1,3,0,2,25.0,597946
3,1,3,3,0,1,2,3,2,0,0,0,3,2,0,0,3,0,1,2,1,3,0,0,0,2,0,3,3,2,1,3,2,0,1,0,2,2,1,0,25.0,602879
3,0,0,2,1,3,2,1,3,1,1,0,3,3,2,2,0,1,0,2,0,1,2,0,1,3,2,3,3,0,0,3,3,0,0,1,3,2,3,3,27.5,608081
3,0,0,3,1,2,3,1,1,0,0,0,3,2,2,1,1,0,1,0,3,1,2,0,3,0,0,2,3,1,0,0,0,0,2,0,2,1,3,1,25.0,612826
0,1,3,0,0,0,2,1,0,2,3,0,3,1,1,3,2,0,2,2,1,1,3,2,0,2,2,3,3,1,3,0,2,0,0,0,3,0,2,2,21.0,617621
0,0,2,0,0,0,0,2,0,2,2,0,1,0,2,0,1,2,1,3,1,0,3,0,1,3,0,1,3,3,0,3,1,0,0,1,3,0,3,1,46.0,622183
0,0,3,0,0,2,1,1,0,2,0,3,3,1,2,2,2,0,3,2,1,0,0,0,1,2,1,0,3,2,3,3,2,0,3,0,2,0,0,0,25.0,626816
3,2,0,3,2,0,2,1,3,1,3,3,3,2,0,2,0,1,1,0,0,0,3,0,0,3,0,2,0,0,2,2,0,0,0,0,3,1,2,1,18.0,631477
